Facility,Drug,Month,Consumption,End_Stock,Stock_Out
Kumba District Hospital,Paracetamol,2023-11-30,354,0,1
Kumba District Hospital,Paracetamol,2023-12-31,320,0,1
Kumba District Hospital,Paracetamol,2024-01-31,510,0,1
Kumba District Hospital,Paracetamol,2024-02-29,449,0,1
Kumba District Hospital,Paracetamol,2024-03-31,411,0,1
Kumba District Hospital,Paracetamol,2024-04-30,362,0,1
Kumba District Hospital,Paracetamol,2024-05-31,514,0,1
Kumba District Hospital,Paracetamol,2024-06-30,327,880,0
Kumba District Hospital,Paracetamol,2024-07-31,527,553,0
Kumba District Hospital,Paracetamol,2024-08-31,484,629,0
Kumba District Hospital,Paracetamol,2024-09-30,331,146,0
Kumba District Hospital,Paracetamol,2024-10-31,458,0,1
Kumba District Hospital,Paracetamol,2024-11-30,660,837,0
Kumba District Hospital,Paracetamol,2024-12-31,543,177,0
Kumba District Hospital,ORS,2023-01-31,218,2953,0
Kumba District Hospital,ORS,2023-02-28,89,2734,0
Kumba District Hospital,ORS,2023-03-31,200,2203,0
Kumba District Hospital,ORS,2023-04-30,368,2003,0
Kumba District Hospital,ORS,2023-05-31,203,1214,0
Kumba District Hospital,ORS,2023-06-30,88,1011,0
Kumba District Hospital,ORS,2023-07-31,300,924,0
Kumba District Hospital,ORS,2023-08-31,160,624,0
Kumba District Hospital,ORS,2023-09-30,252,463,0
Kumba District Hospital,ORS,2023-10-31,221,211,0
Kumba District Hospital,ORS,2023-11-30,376,0,1
Kumba District Hospital,ORS,2023-12-31,221,0,1
Kumba District Hospital,ORS,2024-01-31,143,0,1
Kumba District Hospital,ORS,2024-02-29,197,0,1
Kumba District Hospital,ORS,2024-03-31,136,1101,0
Kumba District Hospital,ORS,2024-04-30,218,965,0
Kumba District Hospital,ORS,2024-05-31,376,747,0
Kumba District Hospital,ORS,2024-06-30,335,371,0
Kumba District Hospital,ORS,2024-07-31,398,36,1
Kumba District Hospital,ORS,2024-08-31,273,0,1
Kumba District Hospital,ORS,2024-09-30,246,0,1
Kumba District Hospital,ORS,2024-10-31,155,0,1
Kumba District Hospital,ORS,2024-11-30,256,829,0
Kumba District Hospital,ORS,2024-12-31,224,573,0
Kumba District Hospital,Metformin,2023-01-31,323,1666,0
Kumba District Hospital,Metformin,2023-02-28,435,1342,0
Kumba District Hospital,Metformin,2023-03-31,314,907,0
Kumba District Hospital,Metformin,2023-04-30,441,593,0
Kumba District Hospital,Metformin,2023-05-31,339,152,0
Kumba District Hospital,Metformin,2023-06-30,498,648,0
Kumba District Hospital,Metformin,2023-07-31,393,150,0
Kumba District Hospital,Metformin,2023-08-31,405,0,1
Kumba District Hospital,Metformin,2023-09-30,531,502,0
Kumba District Hospital,Metformin,2023-10-31,342,1258,0
Kumba District Hospital,Metformin,2023-11-30,456,440,0
Kumba District Hospital,Metformin,2023-12-31,350,1432,0
Kumba District Hospital,Metformin,2024-01-31,497,1082,0
Kumba District Hospital,Metformin,2024-02-29,544,140,0
Kumba District Hospital,Metformin,2024-03-31,380,0,1
Kumba District Hospital,Metformin,2024-04-30,225,0,1
Kumba District Hospital,Metformin,2024-05-31,346,0,1
Kumba District Hospital,Metformin,2024-06-30,596,0,1
Kumba District Hospital,Metformin,2024-07-31,354,0,1
Kumba District Hospital,Metformin,2024-08-31,543,0,1
Kumba District Hospital,Metformin,2024-09-30,352,916,0
Kumba District Hospital,Metformin,2024-10-31,351,564,0
Kumba District Hospital,Metformin,2024-11-30,463,213,0
Kumba District Hospital,Metformin,2024-12-31,454,0,1
Kumba District Hospital,Atenolol,2023-01-31,351,3072,0
Kumba District Hospital,Atenolol,2023-02-28,361,2721,0
Kumba District Hospital,Atenolol,2023-03-31,280,2360,0
Kumba District Hospital,Atenolol,2023-04-30,327,2081,0
Kumba District Hospital,Atenolol,2023-05-31,428,1754,0
Kumba District Hospital,Atenolol,2023-06-30,387,1326,0
Kumba District Hospital,Atenolol,2023-07-31,461,1433,0
Kumba District Hospital,Atenolol,2023-08-31,400,972,0
Kumba District Hospital,Atenolol,2023-09-30,358,571,0
Kumba District Hospital,Atenolol,2023-10-31,558,0,1
Kumba District Hospital,Atenolol,2023-11-30,378,0,1
Kumba District Hospital,Atenolol,2023-12-31,479,0,1
Kumba District Hospital,Atenolol,2024-01-31,354,960,0
Kumba District Hospital,Atenolol,2024-02-29,443,606,0
Kumba District Hospital,Atenolol,2024-03-31,460,0,1
Kumba District Hospital,Atenolol,2024-04-30,403,0,1
Kumba District Hospital,Atenolol,2024-05-31,198,0,1
Kumba District Hospital,Atenolol,2024-06-30,387,426,0
Kumba District Hospital,Atenolol,2024-07-31,484,38,1
Kumba District Hospital,Atenolol,2024-08-31,428,348,0
Kumba District Hospital,Atenolol,2024-09-30,422,983,0
Kumba District Hospital,Atenolol,2024-10-31,248,562,0
Kumba District Hospital,Atenolol,2024-11-30,328,313,0
Kumba District Hospital,Atenolol,2024-12-31,419,0,1
Kumba District Hospital,Salbutamol,2023-01-31,135,3280,0
Kumba District Hospital,Salbutamol,2023-02-28,274,3146,0
Kumba District Hospital,Salbutamol,2023-03-31,299,2562,0
Kumba District Hospital,Salbutamol,2023-04-30,382,2263,0
Kumba District Hospital,Salbutamol,2023-05-31,353,1881,0
Kumba District Hospital,Salbutamol,2023-06-30,322,1528,0
Kumba District Hospital,Salbutamol,2023-07-31,334,1206,0
Kumba District Hospital,Salbutamol,2023-08-31,257,872,0
Kumba District Hospital,Salbutamol,2023-09-30,216,615,0
Kumba District Hospital,Salbutamol,2023-10-31,393,1135,0
Kumba District Hospital,Salbutamol,2023-11-30,391,741,0
Kumba District Hospital,Salbutamol,2023-12-31,462,350,0
Kumba District Hospital,Salbutamol,2024-01-31,272,1276,0
Kumba District Hospital,Salbutamol,2024-02-29,391,1004,0
Kumba District Hospital,Salbutamol,2024-03-31,313,613,0
Kumba District Hospital,Salbutamol,2024-04-30,431,300,0
Kumba District Hospital,Salbutamol,2024-05-31,417,0,1
Kumba District Hospital,Salbutamol,2024-06-30,352,0,1
Kumba District Hospital,Salbutamol,2024-07-31,308,0,1
Kumba District Hospital,Salbutamol,2024-08-31,412,426,0
Kumba District Hospital,Salbutamol,2024-09-30,387,14,1
Kumba District Hospital,Salbutamol,2024-10-31,281,0,1
Kumba District Hospital,Salbutamol,2024-11-30,229,921,0
Kumba District Hospital,Salbutamol,2024-12-31,312,692,0
Kumba District Hospital,Ceftriaxone,2023-01-31,357,2560,0
Kumba District Hospital,Ceftriaxone,2023-02-28,362,2203,0
Kumba District Hospital,Ceftriaxone,2023-03-31,536,1067,0
Kumba District Hospital,Ceftriaxone,2023-04-30,240,531,0
Kumba District Hospital,Ceftriaxone,2023-05-31,415,291,0
Kumba District Hospital,Ceftriaxone,2023-06-30,485,0,1
Kumba District Hospital,Ceftriaxone,2023-07-31,326,0,1
Kumba District Hospital,Ceftriaxone,2023-08-31,420,0,1
Kumba District Hospital,Ceftriaxone,2023-09-30,273,0,1
Kumba District Hospital,Ceftriaxone,2023-10-31,297,0,1
Kumba District Hospital,Ceftriaxone,2023-11-30,382,0,1
Kumba District Hospital,Ceftriaxone,2023-12-31,416,0,1
Kumba District Hospital,Ceftriaxone,2024-01-31,441,0,1
Kumba District Hospital,Ceftriaxone,2024-02-29,477,0,1
Kumba District Hospital,Ceftriaxone,2024-03-31,346,368,0
Kumba District Hospital,Ceftriaxone,2024-04-30,447,0,1
Kumba District Hospital,Ceftriaxone,2024-05-31,324,0,1
Kumba District Hospital,Ceftriaxone,2024-06-30,424,1107,0
Kumba District Hospital,Ceftriaxone,2024-07-31,368,684,0
Kumba District Hospital,Ceftriaxone,2024-08-31,387,315,0
Kumba District Hospital,Ceftriaxone,2024-09-30,386,0,1
Kumba District Hospital,Ceftriaxone,2024-10-31,223,0,1
Kumba District Hospital,Ceftriaxone,2024-11-30,262,724,0
Kumba District Hospital,Ceftriaxone,2024-12-31,360,463,0
Muyuka Health Center,Amoxicillin,2023-01-31,314,3491,0
Muyuka Health Center,Amoxicillin,2023-02-28,270,3177,0
Muyuka Health Center,Amoxicillin,2023-03-31,277,2907,0
Muyuka Health Center,Amoxicillin,2023-04-30,237,2630,0
Muyuka Health Center,Amoxicillin,2023-05-31,267,2394,0
Muyuka Health Center,Amoxicillin,2023-06-30,161,2127,0
Muyuka Health Center,Amoxicillin,2023-07-31,200,1966,0
Muyuka Health Center,Amoxicillin,2023-08-31,240,1765,0
Muyuka Health Center,Amoxicillin,2023-09-30,247,1525,0
Muyuka Health Center,Amoxicillin,2023-10-31,251,1278,0
Muyuka Health Center,Amoxicillin,2023-11-30,214,1027,0
Muyuka Health Center,Amoxicillin,2023-12-31,195,813,0
Muyuka Health Center,Amoxicillin,2024-01-31,478,152,0
Muyuka Health Center,Amoxicillin,2024-02-29,298,0,1
Muyuka Health Center,Amoxicillin,2024-03-31,258,0,1
Muyuka Health Center,Amoxicillin,2024-04-30,206,1129,0
Muyuka Health Center,Amoxicillin,2024-05-31,189,923,0
Muyuka Health Center,Amoxicillin,2024-06-30,215,734,0
Muyuka Health Center,Amoxicillin,2024-07-31,249,519,0
Muyuka Health Center,Amoxicillin,2024-08-31,80,271,0
Muyuka Health Center,Amoxicillin,2024-09-30,100,1381,0
Muyuka Health Center,Amoxicillin,2024-10-31,174,1282,0
Muyuka Health Center,Amoxicillin,2024-11-30,242,1107,0
Muyuka Health Center,Amoxicillin,2024-12-31,206,349,0
Muyuka Health Center,ACTs,2023-01-31,537,3165,0
Muyuka Health Center,ACTs,2023-02-28,421,2023,0
Muyuka Health Center,ACTs,2023-03-31,534,1602,0
Muyuka Health Center,ACTs,2023-04-30,375,1068,0
Muyuka Health Center,ACTs,2023-05-31,364,693,0
Muyuka Health Center,ACTs,2023-06-30,309,330,0
Muyuka Health Center,ACTs,2023-07-31,468,1217,0
Muyuka Health Center,ACTs,2023-08-31,447,749,0
Muyuka Health Center,ACTs,2023-09-30,317,301,0
Muyuka Health Center,ACTs,2023-10-31,233,0,1
Muyuka Health Center,ACTs,2023-11-30,439,847,0
Muyuka Health Center,ACTs,2023-12-31,449,4,1
Muyuka Health Center,ACTs,2024-01-31,327,0,1
Muyuka Health Center,ACTs,2024-02-29,311,0,1
Muyuka Health Center,ACTs,2024-03-31,459,0,1
Muyuka Health Center,ACTs,2024-04-30,555,0,1
Muyuka Health Center,ACTs,2024-05-31,367,697,0
Muyuka Health Center,ACTs,2024-06-30,336,330,0
Muyuka Health Center,ACTs,2024-07-31,430,0,1
Muyuka Health Center,ACTs,2024-08-31,457,0,1
Muyuka Health Center,ACTs,2024-09-30,377,85,0
Muyuka Health Center,ACTs,2024-10-31,568,494,0
Muyuka Health Center,ACTs,2024-11-30,478,765,0
Muyuka Health Center,ACTs,2024-12-31,376,1326,0
Muyuka Health Center,Paracetamol,2023-01-31,530,2816,0
Muyuka Health Center,Paracetamol,2023-02-28,466,2286,0
Muyuka Health Center,Paracetamol,2023-03-31,687,1821,0
Muyuka Health Center,Paracetamol,2023-04-30,621,1134,0
Muyuka Health Center,Paracetamol,2023-05-31,517,513,0
Muyuka Health Center,Paracetamol,2023-06-30,631,1161,0
Muyuka Health Center,Paracetamol,2023-07-31,568,530,0
Muyuka Health Center,Paracetamol,2023-08-31,551,0,1
Muyuka Health Center,Paracetamol,2023-09-30,608,0,1
Muyuka Health Center,Paracetamol,2023-10-31,514,778,0
Muyuka Health Center,Paracetamol,2023-11-30,546,264,0
Muyuka Health Center,Paracetamol,2023-12-31,583,0,1
Muyuka Health Center,Paracetamol,2024-01-31,534,0,1
Muyuka Health Center,Paracetamol,2024-02-29,627,0,1
Muyuka Health Center,Paracetamol,2024-03-31,723,0,1
Muyuka Health Center,Paracetamol,2024-04-30,513,0,1
Muyuka Health Center,Paracetamol,2024-05-31,440,0,1
Muyuka Health Center,Paracetamol,2024-06-30,413,0,1
Muyuka Health Center,Paracetamol,2024-07-31,561,459,0
Muyuka Health Center,Paracetamol,2024-08-31,520,0,1
Muyuka Health Center,Paracetamol,2024-09-30,590,0,1
Muyuka Health Center,Paracetamol,2024-10-31,584,849,0
Muyuka Health Center,Paracetamol,2024-11-30,445,946,0
Muyuka Health Center,Paracetamol,2024-12-31,428,501,0
Muyuka Health Center,ORS,2023-01-31,167,2462,0
Muyuka Health Center,ORS,2023-02-28,140,2294,0
Muyuka Health Center,ORS,2023-03-31,260,1829,0
Muyuka Health Center,ORS,2023-04-30,80,1569,0
Muyuka Health Center,ORS,2023-05-31,246,1489,0
Muyuka Health Center,ORS,2023-06-30,256,1242,0
Muyuka Health Center,ORS,2023-07-31,131,632,0
Muyuka Health Center,ORS,2023-08-31,136,502,0
Muyuka Health Center,ORS,2023-09-30,183,366,0
Muyuka Health Center,ORS,2023-10-31,224,183,0
Muyuka Health Center,ORS,2023-11-30,189,0,1
Muyuka Health Center,ORS,2023-12-31,236,0,1
Muyuka Health Center,ORS,2024-01-31,342,0,1
Muyuka Health Center,ORS,2024-02-29,161,300,0
Muyuka Health Center,ORS,2024-03-31,80,1138,0
Muyuka Health Center,ORS,2024-04-30,267,1058,0
Muyuka Health Center,ORS,2024-05-31,336,790,0
Muyuka Health Center,ORS,2024-06-30,233,1135,0
Muyuka Health Center,ORS,2024-07-31,114,903,0
Muyuka Health Center,ORS,2024-08-31,191,789,0
Muyuka Health Center,ORS,2024-09-30,112,597,0
Muyuka Health Center,ORS,2024-10-31,253,486,0
Muyuka Health Center,ORS,2024-11-30,93,233,0
Muyuka Health Center,ORS,2024-12-31,177,140,0
Muyuka Health Center,Metformin,2023-01-31,303,3310,0
Muyuka Health Center,Metformin,2023-02-28,202,3008,0
Muyuka Health Center,Metformin,2023-03-31,263,2805,0
Muyuka Health Center,Metformin,2023-04-30,215,2542,0
Muyuka Health Center,Metformin,2023-05-31,247,2327,0
Muyuka Health Center,Metformin,2023-06-30,208,2080,0
Muyuka Health Center,Metformin,2023-07-31,280,1871,0
Muyuka Health Center,Metformin,2023-08-31,103,1592,0
Muyuka Health Center,Metformin,2023-09-30,197,1489,0
Muyuka Health Center,Metformin,2023-10-31,250,1291,0
Muyuka Health Center,Metformin,2023-11-30,269,1041,0
Muyuka Health Center,Metformin,2023-12-31,346,772,0
Muyuka Health Center,Metformin,2024-01-31,195,0,1
Muyuka Health Center,Metformin,2024-02-29,345,558,0
Muyuka Health Center,Metformin,2024-03-31,174,213,0
Muyuka Health Center,Metformin,2024-04-30,333,1326,0
Muyuka Health Center,Metformin,2024-05-31,292,994,0
Muyuka Health Center,Metformin,2024-06-30,153,702,0
Muyuka Health Center,Metformin,2024-07-31,251,548,0
Muyuka Health Center,Metformin,2024-08-31,222,297,0
Muyuka Health Center,Metformin,2024-09-30,276,75,0
Muyuka Health Center,Metformin,2024-10-31,209,0,1
Muyuka Health Center,Metformin,2024-11-30,202,0,1
Muyuka Health Center,Metformin,2024-12-31,336,0,1
Muyuka Health Center,Atenolol,2023-01-31,145,2454,0
Muyuka Health Center,Atenolol,2023-02-28,192,2308,0
Muyuka Health Center,Atenolol,2023-03-31,189,2116,0
Muyuka Health Center,Atenolol,2023-04-30,134,1927,0
Muyuka Health Center,Atenolol,2023-05-31,241,1792,0
Muyuka Health Center,Atenolol,2023-06-30,187,1551,0
Muyuka Health Center,Atenolol,2023-07-31,311,1364,0
Muyuka Health Center,Atenolol,2023-08-31,152,322,0
Muyuka Health Center,Atenolol,2023-09-30,353,170,0
Muyuka Health Center,Atenolol,2023-10-31,226,0,1
Muyuka Health Center,Atenolol,2023-11-30,306,0,1
Muyuka Health Center,Atenolol,2023-12-31,213,0,1
Muyuka Health Center,Atenolol,2024-01-31,141,460,0
Muyuka Health Center,Atenolol,2024-02-29,183,319,0
Muyuka Health Center,Atenolol,2024-03-31,93,136,0
Muyuka Health Center,Atenolol,2024-04-30,195,0,1
Muyuka Health Center,Atenolol,2024-05-31,218,0,1
Muyuka Health Center,Atenolol,2024-06-30,207,0,1
Muyuka Health Center,Atenolol,2024-07-31,310,0,1
Muyuka Health Center,Atenolol,2024-08-31,192,0,1
Muyuka Health Center,Atenolol,2024-09-30,80,1154,0
Muyuka Health Center,Atenolol,2024-10-31,487,1074,0
Muyuka Health Center,Atenolol,2024-11-30,149,587,0
Muyuka Health Center,Atenolol,2024-12-31,281,438,0
Muyuka Health Center,Salbutamol,2023-01-31,383,3166,0
Muyuka Health Center,Salbutamol,2023-02-28,317,2783,0
Muyuka Health Center,Salbutamol,2023-03-31,324,2466,0
Muyuka Health Center,Salbutamol,2023-04-30,275,2142,0
Muyuka Health Center,Salbutamol,2023-05-31,401,1867,0
Muyuka Health Center,Salbutamol,2023-06-30,538,1466,0
Muyuka Health Center,Salbutamol,2023-07-31,398,928,0
Muyuka Health Center,Salbutamol,2023-08-31,434,530,0
Muyuka Health Center,Salbutamol,2023-09-30,520,891,0
Muyuka Health Center,Salbutamol,2023-10-31,377,0,1
Muyuka Health Center,Salbutamol,2023-11-30,572,0,1
Muyuka Health Center,Salbutamol,2023-12-31,569,0,1
Muyuka Health Center,Salbutamol,2024-01-31,399,842,0
Muyuka Health Center,Salbutamol,2024-02-29,363,443,0
Muyuka Health Center,Salbutamol,2024-03-31,465,80,0
Muyuka Health Center,Salbutamol,2024-04-30,382,0,1
Muyuka Health Center,Salbutamol,2024-05-31,317,0,1
Muyuka Health Center,Salbutamol,2024-06-30,512,1012,0
Muyuka Health Center,Salbutamol,2024-07-31,507,500,0
Muyuka Health Center,Salbutamol,2024-08-31,422,0,1
Muyuka Health Center,Salbutamol,2024-09-30,309,0,1
Muyuka Health Center,Salbutamol,2024-10-31,311,0,1
Muyuka Health Center,Salbutamol,2024-11-30,418,0,1
Muyuka Health Center,Salbutamol,2024-12-31,370,0,1
Muyuka Health Center,Ceftriaxone,2023-01-31,511,1777,0
Muyuka Health Center,Ceftriaxone,2023-02-28,439,1266,0
Muyuka Health Center,Ceftriaxone,2023-03-31,412,827,0
Muyuka Health Center,Ceftriaxone,2023-04-30,432,415,0
Muyuka Health Center,Ceftriaxone,2023-05-31,401,0,1
Muyuka Health Center,Ceftriaxone,2023-06-30,513,0,1
Muyuka Health Center,Ceftriaxone,2023-07-31,469,0,1
Muyuka Health Center,Ceftriaxone,2023-08-31,393,917,0
Muyuka Health Center,Ceftriaxone,2023-09-30,529,524,0
Muyuka Health Center,Ceftriaxone,2023-10-31,400,789,0
Muyuka Health Center,Ceftriaxone,2023-11-30,347,389,0
Muyuka Health Center,Ceftriaxone,2023-12-31,422,41,1
Muyuka Health Center,Ceftriaxone,2024-01-31,357,0,1
Muyuka Health Center,Ceftriaxone,2024-02-29,498,0,1
Muyuka Health Center,Ceftriaxone,2024-03-31,355,132,0
Muyuka Health Center,Ceftriaxone,2024-04-30,414,0,1
Muyuka Health Center,Ceftriaxone,2024-05-31,498,1059,0
Muyuka Health Center,Ceftriaxone,2024-06-30,366,502,0
Muyuka Health Center,Ceftriaxone,2024-07-31,456,1232,0
Muyuka Health Center,Ceftriaxone,2024-08-31,345,776,0
Muyuka Health Center,Ceftriaxone,2024-09-30,443,770,0
Muyuka Health Center,Ceftriaxone,2024-10-31,468,327,0
Muyuka Health Center,Ceftriaxone,2024-11-30,420,835,0
Muyuka Health Center,Ceftriaxone,2024-12-31,426,416,0
Tiko District Hospital,Amoxicillin,2023-01-31,609,2521,0
Tiko District Hospital,Amoxicillin,2023-02-28,588,1912,0
Tiko District Hospital,Amoxicillin,2023-03-31,479,1324,0
Tiko District Hospital,Amoxicillin,2023-04-30,437,376,0
Tiko District Hospital,Amoxicillin,2023-05-31,683,1354,0
Tiko District Hospital,Amoxicillin,2023-06-30,673,1416,0
Tiko District Hospital,Amoxicillin,2023-07-31,361,743,0
Tiko District Hospital,Amoxicillin,2023-08-31,523,383,0
Tiko District Hospital,Amoxicillin,2023-09-30,693,912,0
Tiko District Hospital,Amoxicillin,2023-10-31,522,219,0
Tiko District Hospital,Amoxicillin,2023-11-30,521,953,0
Tiko District Hospital,Amoxicillin,2023-12-31,537,433,0
Tiko District Hospital,Amoxicillin,2024-01-31,470,1009,0
Tiko District Hospital,Amoxicillin,2024-02-29,423,539,0
Tiko District Hospital,Amoxicillin,2024-03-31,644,1017,0
Tiko District Hospital,Amoxicillin,2024-04-30,412,373,0
Tiko District Hospital,Amoxicillin,2024-05-31,580,0,1
Tiko District Hospital,Amoxicillin,2024-06-30,631,0,1
Tiko District Hospital,Amoxicillin,2024-07-31,444,103,0
Tiko District Hospital,Amoxicillin,2024-08-31,486,0,1
Tiko District Hospital,Amoxicillin,2024-09-30,657,0,1
Tiko District Hospital,Amoxicillin,2024-10-31,602,0,1
Tiko District Hospital,Amoxicillin,2024-11-30,510,0,1
Tiko District Hospital,Amoxicillin,2024-12-31,656,452,0
Tiko District Hospital,ACTs,2023-01-31,99,2207,0
Tiko District Hospital,ACTs,2023-02-28,252,2108,0
Tiko District Hospital,ACTs,2023-03-31,126,1857,0
Tiko District Hospital,ACTs,2023-04-30,155,1731,0
Tiko District Hospital,ACTs,2023-05-31,183,1576,0
Tiko District Hospital,ACTs,2023-06-30,274,1072,0
Tiko District Hospital,ACTs,2023-07-31,325,798,0
Tiko District Hospital,ACTs,2023-08-31,330,473,0
Tiko District Hospital,ACTs,2023-09-30,82,143,0
Tiko District Hospital,ACTs,2023-10-31,154,1021,0
Tiko District Hospital,ACTs,2023-11-30,139,866,0
Tiko District Hospital,ACTs,2023-12-31,214,727,0
Tiko District Hospital,ACTs,2024-01-31,209,513,0
Tiko District Hospital,ACTs,2024-02-29,138,304,0
Tiko District Hospital,ACTs,2024-03-31,131,167,0
Tiko District Hospital,ACTs,2024-04-30,104,36,1
Tiko District Hospital,ACTs,2024-05-31,80,0,1
Tiko District Hospital,ACTs,2024-06-30,80,567,0
Tiko District Hospital,ACTs,2024-07-31,254,875,0
Tiko District Hospital,ACTs,2024-08-31,301,621,0
Tiko District Hospital,ACTs,2024-09-30,292,320,0
Tiko District Hospital,ACTs,2024-10-31,257,743,0
Tiko District Hospital,ACTs,2024-11-30,103,486,0
Tiko District Hospital,ACTs,2024-12-31,90,383,0
Tiko District Hospital,Paracetamol,2023-01-31,498,2940,0
Tiko District Hospital,Paracetamol,2023-02-28,314,2442,0
Tiko District Hospital,Paracetamol,2023-03-31,535,2129,0
Tiko District Hospital,Paracetamol,2023-04-30,530,1594,0
Tiko District Hospital,Paracetamol,2023-05-31,522,1064,0
Tiko District Hospital,Paracetamol,2023-06-30,485,542,0
Tiko District Hospital,Paracetamol,2023-07-31,473,963,0
Tiko District Hospital,Paracetamol,2023-08-31,538,490,0
Tiko District Hospital,Paracetamol,2023-09-30,609,961,0
Tiko District Hospital,Paracetamol,2023-10-31,379,352,0
Tiko District Hospital,Paracetamol,2023-11-30,541,0,1
Tiko District Hospital,Paracetamol,2023-12-31,448,588,0
